payload_seq,run,transfer_bytes,output_bytes,read_size,compression,ratio,recv_ms,decompress_ms,copy_ms,total_ms
659,managed-fullframe-lz4,1466499,3686400,1466499,1,2.51,39,12,4,16
660,managed-fullframe-lz4,1466541,3686400,1466541,1,2.51,41,12,4,16
661,managed-fullframe-lz4,1466558,3686400,1466558,1,2.51,40,12,4,16
662,managed-fullframe-lz4,1466575,3686400,1466575,1,2.51,39,12,4,16
663,managed-fullframe-lz4,1466668,3686400,1466668,1,2.51,40,12,4,16
664,managed-fullframe-lz4,1466537,3686400,1466537,1,2.51,40,12,4,16
665,managed-fullframe-lz4,1466649,3686400,1466649,1,2.51,39,12,4,16
666,managed-fullframe-lz4,1466248,3686400,1466248,1,2.51,40,12,4,16
667,managed-fullframe-lz4,1466248,3686400,1466248,1,2.51,40,12,4,16
668,managed-fullframe-lz4,1466248,3686400,1466248,1,2.51,40,12,4,16
669,managed-fullframe-lz4,1466248,3686400,1466248,1,2.51,40,12,4,16
670,managed-fullframe-lz4,1466248,3686400,1466248,1,2.51,40,12,4,16
671,managed-fullframe-lz4,1466248,3686400,1466248,1,2.51,40,12,4,16
672,managed-fullframe-lz4,1466248,3686400,1466248,1,2.51,40,12,4,16
673,managed-fullframe-lz4,1466248,3686400,1466248,1,2.51,40,12,4,16
674,managed-fullframe-lz4,1466248,3686400,1466248,1,2.51,40,12,4,16
675,managed-fullframe-lz4,1466248,3686400,1466248,1,2.51,40,12,4,16
676,managed-fullframe-lz4,1466248,3686400,1466248,1,2.51,40,12,4,16
677,managed-fullframe-lz4,1466248,3686400,1466248,1,2.51,40,12,4,16
678,managed-fullframe-lz4,1466248,3686400,1466248,1,2.51,40,12,4,16
679,managed-fullframe-lz4,1466248,3686400,1466248,1,2.51,40,12,4,17
680,managed-fullframe-lz4,1466248,3686400,1466248,1,2.51,40,12,4,16
681,managed-fullframe-lz4,1466248,3686400,1466248,1,2.51,40,12,4,16
682,managed-fullframe-lz4,1466248,3686400,1466248,1,2.51,39,12,4,16
683,managed-fullframe-lz4,1466248,3686400,1466248,1,2.51,40,12,4,16
684,managed-fullframe-lz4,1466248,3686400,1466248,1,2.51,39,12,4,16
685,managed-fullframe-lz4,1466248,3686400,1466248,1,2.51,40,12,4,17
686,managed-fullframe-lz4,1466248,3686400,1466248,1,2.51,40,12,4,16
687,managed-fullframe-lz4,1466248,3686400,1466248,1,2.51,40,12,4,16
688,managed-fullframe-lz4,1466248,3686400,1466248,1,2.51,40,12,4,16
689,managed-fullframe-lz4,1466248,3686400,1466248,1,2.51,39,12,4,16
690,managed-fullframe-lz4,1466248,3686400,1466248,1,2.51,40,12,4,16
691,managed-fullframe-lz4,1466248,3686400,1466248,1,2.51,40,14,4,18
692,managed-fullframe-lz4,1466248,3686400,1466248,1,2.51,40,12,4,16
693,managed-fullframe-lz4,1466248,3686400,1466248,1,2.51,40,12,4,16
694,managed-fullframe-lz4,1466248,3686400,1466248,1,2.51,40,12,4,16
695,managed-fullframe-lz4,1466248,3686400,1466248,1,2.51,39,12,4,17
696,managed-fullframe-lz4,1466248,3686400,1466248,1,2.51,39,12,4,16
697,managed-fullframe-lz4,1466248,3686400,1466248,1,2.51,40,12,4,16
698,managed-fullframe-lz4,1466248,3686400,1466248,1,2.51,39,12,4,16
699,managed-fullframe-lz4,1466248,3686400,1466248,1,2.51,39,12,4,16
700,managed-fullframe-lz4,1466248,3686400,1466248,1,2.51,40,12,4,16
701,managed-fullframe-lz4,1466248,3686400,1466248,1,2.51,39,12,4,16
702,managed-fullframe-lz4,1466248,3686400,1466248,1,2.51,40,12,4,16
703,managed-fullframe-lz4,1466248,3686400,1466248,1,2.51,40,12,4,16
704,managed-fullframe-lz4,1466248,3686400,1466248,1,2.51,40,12,4,16
705,managed-fullframe-lz4,1466248,3686400,1466248,1,2.51,40,12,4,16
706,managed-fullframe-lz4,1466248,3686400,1466248,1,2.51,40,12,4,16
707,managed-fullframe-lz4,1466248,3686400,1466248,1,2.51,39,12,4,16
708,managed-fullframe-lz4,1466248,3686400,1466248,1,2.51,40,12,4,16
709,managed-fullframe-lz4,1466248,3686400,1466248,1,2.51,40,12,4,17
710,managed-fullframe-lz4,1466248,3686400,1466248,1,2.51,40,12,4,16
711,managed-fullframe-lz4,1466248,3686400,1466248,1,2.51,40,12,4,16
712,managed-fullframe-lz4,1466248,3686400,1466248,1,2.51,39,12,4,16
713,managed-fullframe-lz4,1466248,3686400,1466248,1,2.51,41,12,4,16
714,managed-fullframe-lz4,1466248,3686400,1466248,1,2.51,40,12,4,16
715,managed-fullframe-lz4,1466248,3686400,1466248,1,2.51,39,12,4,16
716,managed-fullframe-lz4,1466248,3686400,1466248,1,2.51,40,12,4,16
717,managed-fullframe-lz4,1466248,3686400,1466248,1,2.51,40,12,4,16
718,managed-fullframe-lz4,1466248,3686400,1466248,1,2.51,40,12,4,17
719,managed-fullframe-lz4,1466248,3686400,1466248,1,2.51,40,12,4,16
720,managed-fullframe-lz4,1466248,3686400,1466248,1,2.51,39,12,4,16
721,managed-fullframe-lz4,1466248,3686400,1466248,1,2.51,40,12,4,16
722,managed-fullframe-lz4,1466248,3686400,1466248,1,2.51,40,12,4,16
723,managed-fullframe-lz4,1466248,3686400,1466248,1,2.51,40,12,4,16
724,managed-fullframe-lz4,1466248,3686400,1466248,1,2.51,40,12,4,16
725,managed-fullframe-lz4,1466248,3686400,1466248,1,2.51,39,12,4,16
726,managed-fullframe-lz4,1466248,3686400,1466248,1,2.51,40,12,4,16
727,managed-fullframe-lz4,1466248,3686400,1466248,1,2.51,39,12,4,16
728,managed-fullframe-lz4,1466248,3686400,1466248,1,2.51,40,12,4,17
729,managed-fullframe-lz4,1466248,3686400,1466248,1,2.51,40,12,4,16
730,managed-fullframe-lz4,1466248,3686400,1466248,1,2.51,40,12,4,16
731,managed-fullframe-lz4,1466248,3686400,1466248,1,2.51,40,12,4,16
732,managed-fullframe-lz4,1466248,3686400,1466248,1,2.51,40,12,4,16
733,managed-fullframe-lz4,1466248,3686400,1466248,1,2.51,41,12,4,16
734,managed-fullframe-lz4,1466248,3686400,1466248,1,2.51,39,12,4,16
735,managed-fullframe-lz4,1466248,3686400,1466248,1,2.51,40,12,4,16
736,managed-fullframe-lz4,1466248,3686400,1466248,1,2.51,40,12,4,16
737,managed-fullframe-lz4,1466248,3686400,1466248,1,2.51,40,12,4,16
738,managed-fullframe-lz4,1466248,3686400,1466248,1,2.51,40,12,4,16
739,managed-fullframe-lz4,1466248,3686400,1466248,1,2.51,39,12,4,16
740,managed-fullframe-lz4,1466248,3686400,1466248,1,2.51,40,12,4,16
741,managed-fullframe-lz4,1459512,3686400,1459512,1,2.53,40,12,4,16
742,managed-fullframe-lz4,1439004,3686400,1439004,1,2.56,40,12,4,17
743,managed-fullframe-lz4,1439004,3686400,1439004,1,2.56,40,12,4,16
744,managed-fullframe-lz4,1439004,3686400,1439004,1,2.56,39,12,4,16
745,managed-fullframe-lz4,1439004,3686400,1439004,1,2.56,40,12,4,16
746,managed-fullframe-lz4,1439004,3686400,1439004,1,2.56,40,12,4,16
747,managed-fullframe-lz4,1439004,3686400,1439004,1,2.56,39,12,4,16
748,managed-fullframe-lz4,1439004,3686400,1439004,1,2.56,38,12,4,17
749,managed-fullframe-lz4,1439004,3686400,1439004,1,2.56,39,12,3,16
750,managed-fullframe-lz4,1439004,3686400,1439004,1,2.56,39,12,4,16
751,managed-fullframe-lz4,1439004,3686400,1439004,1,2.56,39,12,4,16
752,managed-fullframe-lz4,1439004,3686400,1439004,1,2.56,39,12,4,16
753,managed-fullframe-lz4,1439004,3686400,1439004,1,2.56,39,12,4,16
754,managed-fullframe-lz4,1439004,3686400,1439004,1,2.56,39,12,4,16
755,managed-fullframe-lz4,1439004,3686400,1439004,1,2.56,39,12,4,16
756,managed-fullframe-lz4,1439004,3686400,1439004,1,2.56,39,12,4,16
757,managed-fullframe-lz4,1439004,3686400,1439004,1,2.56,40,12,4,16
758,managed-fullframe-lz4,1439004,3686400,1439004,1,2.56,39,12,4,16
759,managed-fullframe-lz4,1439004,3686400,1439004,1,2.56,39,12,4,16
760,managed-fullframe-lz4,1439004,3686400,1439004,1,2.56,39,12,4,16
761,managed-fullframe-lz4,1438970,3686400,1438970,1,2.56,39,12,4,16
762,managed-fullframe-lz4,1438970,3686400,1438970,1,2.56,39,12,4,16
763,managed-fullframe-lz4,1438970,3686400,1438970,1,2.56,39,12,4,16
764,managed-fullframe-lz4,1438970,3686400,1438970,1,2.56,39,12,4,16
765,managed-fullframe-lz4,1438970,3686400,1438970,1,2.56,39,12,4,16
766,managed-fullframe-lz4,1438970,3686400,1438970,1,2.56,39,12,4,16
767,managed-fullframe-lz4,1438970,3686400,1438970,1,2.56,39,12,4,16
768,managed-fullframe-lz4,1438970,3686400,1438970,1,2.56,39,12,4,16
769,managed-fullframe-lz4,1438970,3686400,1438970,1,2.56,39,12,4,17
770,managed-fullframe-lz4,1438970,3686400,1438970,1,2.56,39,12,4,16
771,managed-fullframe-lz4,1438970,3686400,1438970,1,2.56,39,12,4,16
772,managed-fullframe-lz4,1438970,3686400,1438970,1,2.56,39,12,4,16
773,managed-fullframe-lz4,1438970,3686400,1438970,1,2.56,39,12,4,16
774,managed-fullframe-lz4,1438970,3686400,1438970,1,2.56,39,12,4,16
775,managed-fullframe-lz4,1438970,3686400,1438970,1,2.56,39,12,4,16
776,managed-fullframe-lz4,1438970,3686400,1438970,1,2.56,39,12,4,16
777,managed-fullframe-lz4,1438970,3686400,1438970,1,2.56,39,12,4,16
778,managed-fullframe-lz4,1438970,3686400,1438970,1,2.56,39,12,4,16
779,managed-fullframe-lz4,1438970,3686400,1438970,1,2.56,39,12,4,16
780,managed-fullframe-lz4,1438970,3686400,1438970,1,2.56,39,12,4,16
781,managed-fullframe-lz4,1438970,3686400,1438970,1,2.56,39,12,4,16
782,managed-fullframe-lz4,1438970,3686400,1438970,1,2.56,40,12,4,16
783,managed-fullframe-lz4,1438970,3686400,1438970,1,2.56,39,12,4,17
784,managed-fullframe-lz4,1438970,3686400,1438970,1,2.56,39,12,4,16
785,managed-fullframe-lz4,1438970,3686400,1438970,1,2.56,39,12,4,16
786,managed-fullframe-lz4,1438970,3686400,1438970,1,2.56,39,12,4,16
787,managed-fullframe-lz4,1438970,3686400,1438970,1,2.56,39,12,4,16
788,managed-fullframe-lz4,1438970,3686400,1438970,1,2.56,40,12,4,16
789,managed-fullframe-lz4,1438970,3686400,1438970,1,2.56,39,12,4,16
790,managed-fullframe-lz4,1438970,3686400,1438970,1,2.56,39,12,4,16
791,managed-fullframe-lz4,1438970,3686400,1438970,1,2.56,40,12,4,16
792,managed-fullframe-lz4,1438970,3686400,1438970,1,2.56,39,12,4,16
793,managed-fullframe-lz4,1438970,3686400,1438970,1,2.56,39,12,4,16
794,managed-fullframe-lz4,1438970,3686400,1438970,1,2.56,39,12,4,16
795,managed-fullframe-lz4,1438970,3686400,1438970,1,2.56,39,12,4,16
796,managed-fullframe-lz4,1438970,3686400,1438970,1,2.56,39,12,4,16
797,managed-fullframe-lz4,1438970,3686400,1438970,1,2.56,39,12,4,16
798,managed-fullframe-lz4,1438970,3686400,1438970,1,2.56,39,12,4,16
799,managed-fullframe-lz4,1438970,3686400,1438970,1,2.56,39,12,4,16
800,managed-fullframe-lz4,1438970,3686400,1438970,1,2.56,39,12,4,16
801,managed-fullframe-lz4,1438970,3686400,1438970,1,2.56,39,12,4,17
802,managed-fullframe-lz4,1438970,3686400,1438970,1,2.56,40,12,4,16
803,managed-fullframe-lz4,1438970,3686400,1438970,1,2.56,39,12,4,16
804,managed-fullframe-lz4,1438970,3686400,1438970,1,2.56,39,12,4,16
805,managed-fullframe-lz4,1438970,3686400,1438970,1,2.56,39,12,4,16
806,managed-fullframe-lz4,1438970,3686400,1438970,1,2.56,39,12,4,16
807,managed-fullframe-lz4,1438970,3686400,1438970,1,2.56,39,12,4,16
808,managed-fullframe-lz4,1438970,3686400,1438970,1,2.56,42,12,4,16
809,A-solid,14467,3686400,14467,1,254.81,10,10,4,15
810,A-solid,14470,3686400,14470,1,254.76,10,7,4,11
811,A-solid,14470,3686400,14470,1,254.76,10,7,5,13
812,A-solid,14470,3686400,14470,1,254.76,10,7,4,12
813,A-solid,14470,3686400,14470,1,254.76,10,7,5,12
814,A-solid,14470,3686400,14470,1,254.76,10,7,4,12
815,B-motion,14470,3686400,14470,1,254.76,10,8,5,13
816,B-motion,14470,3686400,14470,1,254.76,10,7,4,12
817,B-motion,14470,3686400,14470,1,254.76,10,7,4,12
818,B-motion,14470,3686400,14470,1,254.76,11,7,4,12
819,B-motion,14467,3686400,14467,1,254.81,10,7,4,12
820,B-motion,14493,3686400,14493,1,254.36,10,4,4,9
821,B-motion,14493,3686400,14493,1,254.36,10,4,4,9
822,B-motion,14493,3686400,14493,1,254.36,10,4,5,9
823,B-motion,14493,3686400,14493,1,254.36,10,5,4,9
824,B-motion,14493,3686400,14493,1,254.36,10,5,4,10
825,B-motion,14493,3686400,14493,1,254.36,10,5,4,9
826,B-motion,14493,3686400,14493,1,254.36,10,4,4,8
827,B-motion,14493,3686400,14493,1,254.36,10,5,4,9
828,B-motion,14493,3686400,14493,1,254.36,10,4,4,8
829,B-motion,14467,3686400,14467,1,254.81,11,7,4,12
830,C-gradient-image-proxy,15906,3686400,15906,1,231.76,10,4,4,8
831,C-gradient-image-proxy,15906,3686400,15906,1,231.76,10,4,4,8
832,C-gradient-image-proxy,15906,3686400,15906,1,231.76,10,4,4,8
833,C-gradient-image-proxy,15906,3686400,15906,1,231.76,10,4,4,8
834,C-gradient-image-proxy,15906,3686400,15906,1,231.76,10,4,4,8
835,C-gradient-image-proxy,15906,3686400,15906,1,231.76,10,4,4,8
836,C-gradient-image-proxy,15906,3686400,15906,1,231.76,10,4,4,8
837,C-gradient-image-proxy,15906,3686400,15906,1,231.76,1,4,4,8
838,C-gradient-image-proxy,15906,3686400,15906,1,231.76,10,4,4,8
839,D-noise-high-entropy,14467,3686400,14467,1,254.81,10,7,4,12
840,D-noise-high-entropy,3686400,3686400,3686400,0,1.00,107,0,4,4
841,D-noise-high-entropy,14467,3686400,14467,1,254.81,10,7,4,12
842,D-noise-high-entropy,3686400,3686400,3686400,0,1.00,105,0,4,4
843,D-noise-high-entropy,3686400,3686400,3686400,0,1.00,114,0,4,4
844,D-noise-high-entropy,3686400,3686400,3686400,0,1.00,107,0,4,4
845,D-noise-high-entropy,3686400,3686400,3686400,0,1.00,113,0,4,4
846,D-noise-high-entropy,3686400,3686400,3686400,0,1.00,105,0,4,4
847,D-noise-high-entropy,3686400,3686400,3686400,0,1.00,105,0,4,4
848,D-noise-high-entropy,3686400,3686400,3686400,0,1.00,105,0,4,4
